company_id,company_name,company_industry
158696,Deel,Technology
159271,KPMG in Jamaica,Consulting & Professional Services
159504,ília,Technology
159626,Realnaut,Technology
160983,Wave Mobile Money,Financial Services
168686,SCC LLC,Staffing & Recruitment
171035,sevDesk,Technology
172658,Amdaris,Technology
173814,Aspire Software,Technology
184368,Presto,Technology
185704,LinkedIn,Technology
186016,CREA - Centre for Research on Energy and Clean Air,Consulting & Professional Services
188949,GoAhead,Transportation & Logistics
189524,PwC Acceleration Centers,Consulting & Professional Services
191069,Libertex Group,Financial Services
191568,Gaming Innovation Group,Media & Entertainment
191747,GoCardless,Financial Services
195848,NodeFlair,Staffing & Recruitment
196992,KBZ Bank,Financial Services
197224,EBANX,Financial Services
202023,IT Labs,Technology
203000,Ampersand,Energy & Utilities
206247,DataAnnotation,Technology
206276,ThinkWell,Consulting & Professional Services
209667,Nesine.com,Media & Entertainment
212173,Veriff,Technology
215559,reMarkable,Technology
216548,Sii Sp. z o.o.,Technology
217874,"Varsity Tutors, a Nerdy Company",Education
220637,Landing,Real Estate & Construction
221474,Swan,Financial Services
230962,TELUS Digital,Consulting & Professional Services
232024,Woven by Toyota,Manufacturing
232158,"LMI Consulting, LLC",Consulting & Professional Services
235803,"Lakeshore Learning Materials, LLC",Retail & E-commerce
241862,Viva Republica (Toss),Financial Services
249323,ellow.io,Staffing & Recruitment
250095,The Johns Hopkins University,Education
260497,Kapital Bank Life,Financial Services
277347,"Xoom, A PayPal Service",Financial Services
299235,Duncan & Ross,Consulting & Professional Services
300222,Varjo,Technology
315462,Onja,Education
325315,MASS DATA LTD.,Technology
329890,Musala Soft,Technology
335162,Dexian,Staffing & Recruitment
335227,Envision Employment Solutions,Staffing & Recruitment
338543,Dangote,Manufacturing
347833,Versatile,Manufacturing
348045,Management Solutions International MSI Qatar,Staffing & Recruitment
355378,Hydro Operation Great Lakes (HOGL),Energy & Utilities
360654,Edge & Node,Technology
361225,Globe 24-7,Staffing & Recruitment
364781,KoBold Metals,Technology
377777,Generation,Education
377877,Living Goods,Healthcare
379749,Revalue Nature,Consulting & Professional Services
380426,CSTI Corp,Technology
380753,Eminent Groep,Staffing & Recruitment
385045,Saudi Petroleum Services Polytechnic,Education
399512,GE Vernova,Energy & Utilities
403796,TripleTen,Education
405639,BALY,Technology
412531,"Dovre Group, Inc.",Consulting & Professional Services
422013,Bdjobs.com,Staffing & Recruitment
432340,Bénin Digital,Technology
432408,Enveritas,Consulting & Professional Services
436608,KAISCHOOL,Education
444782,SHOCK,Staffing & Recruitment
445211,Guardian Group,Consulting & Professional Services
475204,StaffHost Digital,Staffing & Recruitment
478079,Alpaca,Financial Services
480198,Customer.io,Technology
497312,Dicetek LLC,Technology
500415,HawkLogix Pakistan,Technology
524836,Broadway Support Services,Financial Services
525367,Creative Chaos,Technology
532447,"Incredible Health, Inc.",Staffing & Recruitment
538859,Hydrosat,Defense & Aerospace
545592,Society of Exploration Geophysicists,Consulting & Professional Services
547377,Agility Resoucing,Staffing & Recruitment
561098,"Icon Solutions Group, S. A",Consulting & Professional Services
562466,FirstRand Corporate Centre,Financial Services
565036,Kuda,Financial Services
593935,AmaliTech,Technology
601289,BENIN DIGITAL,Technology
604235,Synsel Techniek,Staffing & Recruitment
604863,InsideHigherEd,Media & Entertainment
608208,Project Growth,Staffing & Recruitment
610011,PriceSmart,Retail & E-commerce
610755,CLC Talent,Staffing & Recruitment
620589,Cirium,Transportation & Logistics
647085,Diksha Technology,Technology
667369,BITEL,Telecommunications
711615,AZ9 Services Kft.,Staffing & Recruitment
714018,MOST Fintech,Financial Services
718155,Hightouch,Technology
759085,Vistas Global,Technology
765759,Capitole,Consulting & Professional Services
775107,Mercor,Staffing & Recruitment
779558,"World Business Lenders, LLC",Financial Services
782581,ITonlinelearning Recruitment,Staffing & Recruitment
794720,FBI,Government & Public Sector
803627,The Browser Company,Technology
815398,Procountor,Technology
816942,COPEINCA SAC,Manufacturing
837269,Raxio Data Centres,Technology
843903,Tenth Revolution Group,Staffing & Recruitment
844648,TheDevBlock,Staffing & Recruitment
847765,ADIA Health,Healthcare
850680,"Good Brothers Co.,Ltd",Retail & E-commerce
852053,CapsLock,Consulting & Professional Services
867208,Find.co,Media & Entertainment
869154,France Travail,Government & Public Sector
877733,Mechanized AI,Technology
881451,PostHog,Technology
887741,인스파이어인티그레이티드리조트,Media & Entertainment
894542,Amini,Technology
903012,Data Scientists Network Data Science Nigeria - DSN,Education
907935,Delivery Associates,Consulting & Professional Services
913620,Smartvatten | Understanding Water,Technology
916731,Quant Data & Analytics,Technology
924125,RiDiK (a Subsidiary of CLPS. Nasdaq: CLPS),Technology
924977,InnovaWorkforce Inc.,Staffing & Recruitment
928048,Refonte Learning,Education
930015,DigiteQ,Technology
931578,CollegeLink,Staffing & Recruitment
937134,Telamon HR Solutions,Staffing & Recruitment
946656,PPL Dynamics,Staffing & Recruitment
947148,NTT DATA North America,Technology
985789,MBANK - Bank Kyrgyzstan,Financial Services
994681,玩構網路科技有限公司,Consulting & Professional Services
1007926,Kingsdale Advisors,Consulting & Professional Services
1009665,G2i Inc.,Staffing & Recruitment
1030044,Asterix Communications,Telecommunications
1032200,Econsulate,Technology
1032559,Cut+Dry,Technology
1034821,Manpower Luxembourg S.A.,Staffing & Recruitment
1039181,鑫享科技有限公司,Technology
1042229,CA Global,Staffing & Recruitment
1043297,Kilombero Sugar Company Limited,Manufacturing
1056953,OsloMet,Education
1063318,ITENOS GmbH,Technology
1068316,مصطفى سلطان,Technology
1073574,eiGroup,Technology
1075380,5101 S&P GLOBAL PAKISTAN (PRIVATE) LIMITED,Financial Services
1084939,СКДО Системс / SKDO Systems,Technology
1085846,solutiva,Consulting & Professional Services
1099181,Altados by Niji,Technology
1103735,PT Ganendra Paraka Satria,Staffing & Recruitment
1103980,VINFAST,Manufacturing
1108919,Zenith Technologies,Financial Services
1108928,Djamo,Financial Services
1110004,T2S GROUP,Healthcare
1198563,RESO,Retail & E-commerce
1203563,HealthCare Dynamics Gen. Trading Company W.L.L,Healthcare
1203566,UNICEF Tanzania - UNICEF in Tanzania,Government & Public Sector
1222917,Afrique Chronique,Media & Entertainment
1231511,TELUS Digital AI Data Solutions,Consulting & Professional Services
1232208,Lumenalta,Technology
1232858,AudaCity Capital Management,Financial Services
1235806,VentureDive Private Limited,Technology
1236655,Dataleum,Technology
1239200,AUSTRAL ENERGIE,Energy & Utilities
1240128,Pacific Community-SPC,Government & Public Sector
1240239,Vas International Consulting,Consulting & Professional Services
1242162,Byanat,Technology
1243686,OtarX,Technology
1260627,Bright Minds Education Pvt. Ltd.,Education
1264286,Global Expertises Human Cap,Staffing & Recruitment
1265280,Austral Groupe Énergie,Energy & Utilities
1292137,MSF أطباء بلا حدود-بلجيكا,Healthcare
1303542,Mindrift,Technology
1305152,Fintech Band,Technology
1321804,Infomediji,Technology
1357517,Sazim,Consulting & Professional Services
1357665,Toloka Annotators,Technology
1357691,Adiussoft Cambodia,Technology
1357808,mStart plus,Technology
1357912,AZ Associates PLC,Consulting & Professional Services
1357929,Urban Resilience Hub by UN-Habitat's CRGP,Government & Public Sector
1357938,Black Phoenix Trading Plc,Retail & E-commerce
1357976,AfterQuery,Technology
1358053,Id8media,Consulting & Professional Services
1358369,Coders,Technology
1358645,Tri-Unity Talent Sourcing & HR Management Services,Staffing & Recruitment
1361538,شركة القيم الذكية,Technology
1362465,METRICA,Consulting & Professional Services
1405003,Horizon Networks,Energy & Utilities
1405078,SHOCK ETT OUEST,Staffing & Recruitment
1407318,Gamepires,Media & Entertainment
1420242,"OJSC ""Bank Eskhata""",Financial Services
1433405,Cyprep,Staffing & Recruitment
1433531,Luxembourg Centre for Logistics & Supply Chain Management,Education
1433621,Digitall Station,Technology
1433876,BrightCat Data & Analytics Inc.,Technology
1433999,CertiNergy,Energy & Utilities
1434300,Dyninno Technologies - Dynatech,Technology
1434366,Walmart Centroamérica,Retail & E-commerce
1434379,Growth Troops,Staffing & Recruitment
1435206,OneNebula Pty,Technology
1520556,Editorialist,Retail & E-commerce
1520799,Institut d'Etudes Algériennes,Consulting & Professional Services
1530666,Fifth Third Bancorp,Financial Services
1553144,Citco Technology Mgmt,Financial Services
1573525,WPP Media,Media & Entertainment
1777498,employify.mysmartpros,Education
1796250,Digital Witch Support Community,Education
1799926,True Logic Solutions,Technology
1804204,Clipboard,Staffing & Recruitment
